,Brand,Model,Weight,Operating System,Display Size,Pixel Density,Display Touchscreen,Clock-speed,Capacity,RAM Type,SSD Capacity,Battery Type,Wi-Fi Version,Warranty,Price (Rs),Weight_Category,Resolution_X,Resolution_Y,GPU_Brand,GPU_Tier,CPU_Brand,CPU_Category,Total_Pixels,Screen_Category,PPI_Category
3104,HP,G9 (7M659PA),1.74,DOS,15.6,100,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,34790.0,Light,1366,768,Intel,Integrated,Intel,i3-1Gen,1049088,Medium,Low
3105,Samsung,4 Pro NP960XGK-KG2IN,1.56,Windows 11,16.0,212,Yes,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,144990.0,Light,2880,1800,Intel,Integrated,Intel,Ultra 7,5184000,Large,High
3106,HP,15-fd0063TU (A33FQPA),1.59,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,35990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3107,MSI,C12M-269IN,1.8254062618836355,Windows 11,14.0,157,No,0,8 GB,DDR4,512 GB,Li-Ion,6.0,1,45990.0,Normal,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3108,Asus,FA706ICB-HX061W,2.6,Windows 11,17.3,127,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,76990.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Large,Low
3109,Lenovo,Gen 5 (21JFA02NIN),1.7,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,47810.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3110,Asus,GL702ZC-GC216T,2.7,Windows 10,17.3,127,No,3,16 GB,DDR4,256 GB,Li-Po,5.0,1,134990.0,Heavy,1920,1080,AMD,Integrated,AMD,Other,2073600,Large,Low
3111,HP,15-eh1047AU (9E5B9PA),1.75,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,5.0,1,64094.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3112,Acer,A515-58M (NX.KHFSI.007),1.75,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,47990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3113,Dell,G15-5530 (GN5530D83M6001ORB1),2.65,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,70990.0,Heavy,1920,1080,NVIDIA,Mid,Intel,i5-13Gen,2073600,Medium,Medium
3114,Asus,FA506IHRZ-HN113W,2.3,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,63250.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Other,2073600,Medium,Medium
3115,HP,G9 (949J0PA),1.47,DOS,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,30990.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
3116,Dell,G15-5530 (GN5530D83M6002ORB1),2.65,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,5.0,1,97444.0,Heavy,1920,1080,NVIDIA,Mid,Intel,i5-13Gen,2073600,Medium,Medium
3118,Asus,FX507VU-LP083WS,2.2,Windows 11,15.6,141,No,5,16 GB,DDR4,512 GB,Li-Ion,6.0,1,103980.0,Normal,1920,1080,NVIDIA,High,Intel,i7-13Gen,2073600,Medium,Medium
3119,Asus,K3605ZC-RP628WS,1.8,Windows 11,16.0,142,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,69990.0,Light,1920,1200,NVIDIA,Mid,Intel,i7-12Gen,2304000,Large,Medium
3120,Asus,E1504FAB-LK549WS,1.63,Windows 11,15.6,141,No,2,16 GB,DDR5,512 GB,Li-Po,6.0,1,46990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3121,Asus,GA401QC-HZ047TS,1.6,Windows 10,14.0,157,No,3,8 GB,DDR4,1 TB,Li-Ion,6.0,1,103790.0,Light,1920,1080,NVIDIA,Mid,AMD,Ryzen 7-5Gen,2073600,Medium,Medium
3122,Dell,(OANM162128501RIN),2.61,Windows 11,16.0,189,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,144900.0,Heavy,2560,1600,NVIDIA,High,Intel,Ultra 9,4096000,Large,High
3123,Dell,5440 (OIN5440340501RINU1O),1.54,Windows 11,14.0,210,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,66999.0,Light,2560,1440,Intel,Integrated,Intel,Other,3686400,Medium,High
3124,Asus,FA707RM-HX018W,2.6,Windows 11,17.3,127,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,116459.0,Heavy,1920,1080,NVIDIA,Other,AMD,Other,2073600,Large,Low
3125,HP,15-fc0156AU (9D3N4PA),1.59,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,42990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3126,Lenovo,15ARH7 (82SB00QYIN),2.32,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,73190.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
3127,MSI,C12MO-1213IN,1.4,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,30990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3128,Asus,FX506LU-HN125T`,2.3,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,89990.0,Normal,1920,1080,NVIDIA,Other,Intel,i7-10Gen,2073600,Medium,Medium
3129,HP,15-fa1134TX (8X059PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,90240.0,Normal,1920,1080,NVIDIA,High,Intel,i7-12Gen,2073600,Medium,Medium
3130,MSI,Prestige 14 EVO A11M-436IN,1.29,Windows 10,14.0,157,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,80490.0,Ultra Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3131,MSI,GT83VR 7RE Titan SLI,5.5,Windows 10,18.4,120,No,2,32 GB,DDR4,512 GB,Li-Ion,5.0,2,79990.0,Heavy,1920,1080,Intel,Other,Intel,i7-7Gen,2073600,Large,Low
3132,Gigabyte,G5 MD-51IN123SE (RC45MD),2.03,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,2,76990.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-11Gen,2073600,Medium,Medium
3133,HP,15-fb0150AX (8F506PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,50990.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3135,Dell,3520 (D560924WIN9G),1.65,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,48901.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3136,MSI,C7M-218IN,1.4,Windows 11,14.0,157,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,51990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3138,HP,15-FA1333TX (9Y0Z2PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,91490.0,Normal,1920,1080,NVIDIA,High,Intel,i7-13Gen,2073600,Medium,Medium
3139,HP,(8J0S2PA),1.62,DOS,14.0,112,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,49990.0,Light,1366,768,Intel,Integrated,Intel,i5-1Gen,1049088,Medium,Low
3140,HP,15-fa1276TX (9W6U6PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,89990.0,Normal,1920,1080,NVIDIA,High,Intel,i7-13Gen,2073600,Medium,Medium
3141,HP,G8 (4J0N0PA),1.47,DOS,14.0,112,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,49990.0,Light,1366,768,Intel,Integrated,Intel,i5-1Gen,1049088,Medium,Low
3142,Asus,M5406WA-PP961WS,1.3,Windows 11,14.0,243,No,2,24 GB,DDR5,512 GB,Li-Ion,6.0,1,104990.0,Ultra Light,2880,1800,AMD,Integrated,AMD,Other,5184000,Medium,High
3143,Asus,X1607QA-MB050WS,1.88,Windows 11,16.0,142,No,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,65620.0,Normal,1920,1200,Intel,Other,Qualcomm,Other,2304000,Large,Medium
3144,Asus,X1607QA-MB049WS,1.88,Windows 11,16.0,142,No,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,65990.0,Normal,1920,1200,Intel,Other,Qualcomm,Other,2304000,Large,Medium
3145,Lenovo,14IRL8 (82XD005RIN),1.46,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,67590.0,Light,1920,1200,Intel,Integrated,Intel,i5-13Gen,2304000,Medium,Medium
3146,Asus,X1605VA-MB5555WS,1.68,Windows 11,16.0,142,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,56990.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Large,Medium
3148,Lenovo,(82XD006GIN),1.38,Windows 11,14.0,162,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,81899.0,Light,1920,1200,Intel,Integrated,Intel,i5-13Gen,2304000,Medium,Medium
3149,Lenovo,(82TTA073IN),1.7,Windows 11,15.6,141,No,1,16 GB,DDR4,512 GB,Li-Po,6.0,1,45990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3150,Acer,AL15-41 (UN.31ZSI.011),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,42990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3151,Dell,G15-5530 (GN5530VMMD9002ORB1),2.65,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,5.0,1,123199.0,Heavy,1920,1080,NVIDIA,Mid,Intel,i7-13Gen,2073600,Medium,Medium
3152,Asus,G614JU-N3221WS,2.5,Windows 11,16.0,142,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,83999.0,Heavy,1920,1200,NVIDIA,High,Intel,i5-13Gen,2304000,Large,Medium
3153,Asus,GA503RM-HQ111WS,1.9,Windows 11,15.6,188,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,92990.0,Normal,2560,1440,NVIDIA,Other,AMD,Other,3686400,Medium,High
3154,HP,16-b1350TX (68U24PA),2.3,Windows 11,16.1,137,No,3,16 GB,DDR5,1 TB,Li-Ion,5.0,1,132765.0,Normal,1920,1080,NVIDIA,Mid,Intel,i7-12Gen,2073600,Large,Low
3155,Lenovo,(82SV0053IN),1.4,Windows 11,14.0,243,No,3,16 GB,DDR5,512 GB,Li-Ion,6.0,3,99990.0,Light,2880,1800,Intel,Integrated,Intel,i7-1Gen,5184000,Medium,High
3156,Asus,Duo OLED UX8402ZA-M501WS,1.7,Windows 11,14.5,234,Yes,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,99980.0,Light,2880,1800,Intel,Integrated,Intel,i5-12Gen,5184000,Medium,High
3157,MSI,GE63VR 7RE-095IN,2.2,Windows 10,15.6,141,No,2,16 GB,DDR4,256 GB,Li-Ion,5.0,1,149990.0,Normal,1920,1080,NVIDIA,Other,Intel,i7-7Gen,2073600,Medium,Medium
3158,Asus,X1504ZA-NJ322WS,1.7,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,32650.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3159,Lenovo,14AMN8 (82XN006MIN),1.37,Windows 11,14.0,157,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,31990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3161,Lenovo,16IMH9 (83DC007LIN),1.89,Windows 11,16.0,142,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,72990.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Large,Medium
3162,Infinix,GL613,1.99,Windows 11,16.0,142,No,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,69990.0,Normal,1920,1200,NVIDIA,High,Intel,i5-13Gen,2304000,Large,Medium
3164,Lenovo,15ARP9 Gen 9 (83JC0078IN),2.45,Windows 11,15.6,141,No,3,24 GB,DDR5,512 GB,Li-Ion,6.0,1,66990.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
3165,Samsung,4 Pro NP940XGK-KG3IN,1.23,Windows 11,14.0,243,Yes,4,32 GB,DDR5,1 TB,Li-Ion,6.0,1,135990.0,Ultra Light,2880,1800,Intel,Integrated,Intel,Ultra 7,5184000,Medium,High
3167,Dell,3530 (IN3530NM1NN001ORS1),1.65,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,67590.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3168,HP,15-fh0015AU (8C4S1PA),1.82,Windows 11,15.6,141,Yes,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,79490.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3169,Lenovo,Slim 5 16APH8 (82Y90042IN),2.4,Windows 11,16.0,189,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,128990.0,Heavy,2560,1600,NVIDIA,High,AMD,Other,4096000,Large,High
3170,Microsoft,Surface Pro 11 (ZHX-00014),1.0,Windows 11,13.8,251,Yes,3,16 GB,DDR5,256 GB,Li-Ion,6.0,1,108990.0,Ultra Light,2880,1920,Intel,Other,Qualcomm,Other,5529600,Small,High
3172,Acer,A315-23 (UN.HVUSI.032),1.9,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,31990.0,Normal,1920,1080,AMD,Integrated,AMD,Ryzen 3-3Gen,2073600,Medium,Medium
3175,Asus,GV301QC-K6085TS,1.3,Windows 10,13.4,169,Yes,4,32 GB,DDR4,1 TB,Li-Ion,6.0,1,136990.0,Ultra Light,1920,1200,NVIDIA,Mid,AMD,Other,2304000,Small,Medium
3176,Lenovo,Gen 7 (82QE009SIN),1.4,Windows 11,14.0,243,Yes,3,16 GB,DDR5,512 GB,Li-Ion,6.0,3,112990.0,Light,2880,1800,Intel,Integrated,Intel,i7-1Gen,5184000,Medium,High
3177,HP,15-fb2114AX (A85SGPA),2.29,Windows 11,15.6,141,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,84490.0,Normal,1920,1080,NVIDIA,High,AMD,Other,2073600,Medium,Medium
3179,Asus,X1605ZAC-MB542WS,1.88,Windows 11,16.0,142,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,72990.0,Normal,1920,1200,Intel,Integrated,Intel,i5-12Gen,2304000,Large,Medium
3180,Asus,M5406WA-PP962WS,1.3,Windows 11,14.0,243,No,2,24 GB,DDR5,512 GB,Li-Ion,6.0,1,104990.0,Ultra Light,2880,1800,AMD,Integrated,AMD,Other,5184000,Medium,High
3181,Dell,7620 (D560906WIN9S),2.1,Windows 11,16.0,138,Yes,3,16 GB,DDR4,512 GB,Li-Ion,5.0,1,98991.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i7-1Gen,2073600,Large,Low
3182,HP,15-fb0147AX (8F503PA),2.29,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,48999.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3183,MSI,B13UCXK-256IN,2.8,Windows 11,17.3,127,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,2,74990.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i7-13Gen,2073600,Large,Low
3184,Asus,GV301RC-LJ132WS,1.3,Windows 11,13.3,170,Yes,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,113571.0,Ultra Light,1920,1200,NVIDIA,Mid,AMD,Other,2304000,Small,Medium
3185,MSI,B12MO-1008IN,1.7,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,31490.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3186,Lenovo,15IRX9 (83DV007FIN),2.45,Windows 11,15.6,141,No,5,16 GB,DDR5,1 TB,Li-Po,6.0,1,122990.0,Heavy,1920,1080,NVIDIA,High,Intel,i7-14Gen,2073600,Medium,Medium
3188,Dell,G15-5510 (D560474WIN9BE),2.4,Windows 10,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,89990.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
3190,Acer,SF514-52T-59JY (NX.GTMSI.025),0.97,Windows 10,14.0,157,No,1,8 GB,DDR3,512 GB,Li-Ion,5.0,1,69351.0,Ultra Light,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
3191,Asus,G513RM-HQ271WS,2.3,Windows 11,15.6,188,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,125999.0,Normal,2560,1440,NVIDIA,Other,AMD,Other,3686400,Medium,High
3193,Lenovo,3 15IAU7 (82RK00WXIN),1.63,Windows 11,15.6,141,No,3,8 GB,DDR4,256 GB,Li-Po,6.0,1,32990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3194,Lenovo,V15 G2 ALC (82KD008NUK),2.36,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,35649.0,Heavy,1920,1080,AMD,Other,AMD,Other,2073600,Medium,Medium
3195,HP,15s-du3595TU (67V46PA),1.75,Windows 11,15.6,141,No,3,8 GB,DDR4,256 GB,Li-Ion,5.0,1,32990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3197,HP,x360 14-ek1020TU (7Z1P8PA),1.51,Windows 11,14.0,157,Yes,5,16 GB,DDR4,512 GB,Li-Ion,5.0,1,89999.0,Light,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
3198,Asus,GA503RM-LN143WS,1.9,Windows 11,15.6,188,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,94990.0,Normal,2560,1440,NVIDIA,Other,AMD,Other,3686400,Medium,High
3199,Asus,FX507ZC4-HN116WS,2.2,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,72000.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-12Gen,2073600,Medium,Medium
3200,Asus,GV302XU-MU013WS,1.3,Windows 11,13.4,225,Yes,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,139990.0,Ultra Light,2560,1600,NVIDIA,High,AMD,Other,4096000,Small,High
3201,Lenovo,V15 G3 (82TT004VIH),1.7,DOS,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,42390.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3203,HP,14-ey0789AU (92U77PA),1.38,Windows 11,14.0,243,No,4,16 GB,DDR5,1 TB,Li-Ion,5.0,1,81990.0,Light,2880,1800,AMD,Integrated,AMD,Other,5184000,Medium,High
3204,Lenovo,E14 Gen 4 (21E3S00L00),1.59,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,64999.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3205,HP,G9 (7K5J8PA),1.47,Windows 11,14.0,112,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,66280.0,Light,1366,768,Intel,Integrated,Intel,i5-1Gen,1049088,Medium,Low
3206,Asus,GA503RMZ-HQ153WS,1.9,Windows 11,15.6,188,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,110990.0,Normal,2560,1440,NVIDIA,Other,AMD,Other,3686400,Medium,High
3208,Asus,GA402XU-N2045WS,1.72,Windows 11,14.0,216,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,135500.0,Light,2560,1600,NVIDIA,High,AMD,Other,4096000,Medium,High
3209,Lenovo,E41-55 (82FJ00A0IH),1.85,DOS,14.0,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,29990.0,Normal,1920,1080,AMD,Other,AMD,Other,2073600,Medium,Medium
3212,Asus,OLED UX3402ZA-KN531WS,1.39,Windows 11,14.0,243,Yes,1,16 GB,DDR5,512 GB,Li-Ion,6.0,1,95469.0,Light,2880,1800,Intel,Integrated,Intel,i5-1Gen,5184000,Medium,High
3213,Dell,13 9315 (D560076WIN9S),1.6,Windows 11,13.0,266,Yes,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,129999.0,Light,2880,1920,Intel,Integrated,Intel,i5-1Gen,5529600,Small,High
3215,Asus,GA503RMZ-LN155WS,1.9,Windows 11,15.6,188,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,149837.0,Normal,2560,1440,NVIDIA,Other,AMD,Other,3686400,Medium,High
3216,Asus,M6500IH-HN702WS,1.8,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,66990.0,Light,1920,1080,NVIDIA,Entry Gaming,AMD,Other,2073600,Medium,Medium
3217,Asus,14 E410KA-BV002W,2.9,Windows 11,14.0,157,No,2,4 GB,DDR4,256 GB,Li-Ion,5.0,1,28465.0,Heavy,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3218,HP,16-n0054AX (6J390PA),2.35,Windows 11,16.1,137,No,4,16 GB,DDR5,1 TB,Li-Ion,5.0,1,103500.0,Heavy,1920,1080,NVIDIA,Other,AMD,Other,2073600,Large,Low
3222,Lenovo,E14 Gen 2 (20TA000DUK),1.8254062618836355,Windows 11,14.0,157,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,3,50499.0,Normal,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3223,MSI,A5EFK-083IN,1.9,Windows 11,15.6,141,No,3,16 GB,DDR4,1 TB,Li-Ion,5.0,1,109990.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3225,Asus,GV301RE-LJ156WS,1.3,Windows 11,13.4,169,Yes,4,32 GB,DDR5,1 TB,Li-Ion,6.0,1,142990.0,Ultra Light,1920,1200,NVIDIA,Mid,AMD,Other,2304000,Small,Medium
3226,Asus,14 OLED K3400PH-KM029TS,1.4,Windows 10,14.0,243,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,74990.0,Light,2880,1800,NVIDIA,Entry Gaming,Intel,i5-11Gen,5184000,Medium,High
3227,Lenovo,530 (81EK00LWIN),1.6,Windows 10,14.0,157,No,1,8 GB,DDR4,256 GB,Li-Po,5.0,1,89890.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,Other,2073600,Medium,Medium
3228,Asus,G513QC-HN088TS,2.3,Windows 10,15.6,141,No,4,8 GB,DDR4,1 TB,Li-Ion,6.0,1,110990.0,Normal,1920,1080,NVIDIA,Mid,AMD,Ryzen 5-5Gen,2073600,Medium,Medium
3229,Asus,FA706IU-H7220T,2.6,Windows 10,17.3,127,No,2,16 GB,DDR4,256 GB,Li-Po,5.0,1,113990.0,Heavy,1920,1080,NVIDIA,Other,AMD,Ryzen 7-4Gen,2073600,Large,Low
3230,Asus,GV301QH-K6054TS,1.3,Windows 10,13.4,169,Yes,3,16 GB,DDR4,512 GB,Li-Ion,6.0,1,112990.0,Ultra Light,1920,1200,NVIDIA,Other,AMD,Ryzen 7-5Gen,2304000,Small,Medium
3231,Asus,GA503QM-HQ145TS,1.9,Windows 10,15.6,188,No,3,16 GB,DDR4,1 TB,Li-Ion,6.0,1,146990.0,Normal,2560,1440,NVIDIA,Other,AMD,Ryzen 9-5Gen,3686400,Medium,High
3232,Asus,GU502LV-HC018T,1.9,Windows 10,15.6,282,No,2,16 GB,DDR4,1 TB,Li-Ion,6.0,1,139990.0,Normal,3840,2160,NVIDIA,Other,Intel,i7-10Gen,8294400,Medium,High
3233,HP,14-ek1152TU (B6PA4PA),1.51,Windows 11,14.0,157,Yes,5,16 GB,DDR4,512 GB,Li-Ion,6.0,1,92990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3234,Asus,K3605ZF-RP458WS,1.7,Windows 11,16.0,142,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,58990.0,Light,1920,1200,NVIDIA,Entry Gaming,Intel,Other,2304000,Large,Medium
3235,Asus,M5406NA-QD551WS,1.3,Windows 11,14.0,162,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,89990.0,Ultra Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
3236,HP,16-af0056TU (B13XTPA),1.77,Windows 11,16.0,142,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,78990.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Large,Medium
3237,HP,15-fa0333TX (A03GZPA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,66890.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-12Gen,2073600,Medium,Medium
3238,MSI,C12MO-1019IN,1.4,Windows 11,14.0,157,No,1,16 GB,DDR4,512 GB,Li-Ion,6.0,1,47900.0,Light,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
3239,Asus,OLED UX3407QA-QD259WS,0.98,Windows 11,14.0,162,No,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,99400.0,Ultra Light,1920,1200,Intel,Other,Qualcomm,Other,2304000,Medium,Medium
3240,Motorola,14IRH10R (83J7000CIN),1.39,Windows 11,14.0,246,No,4,16 GB,DDR5,512 GB,Li-Po,7.0,1,66990.0,Light,2880,1880,Intel,Integrated,Intel,Other,5414400,Medium,High
3241,Motorola,14IRH10R (83J70008IN),1.39,Windows 11,14.0,246,No,5,16 GB,DDR5,512 GB,Li-Po,7.0,1,74990.0,Light,2880,1880,Intel,Integrated,Intel,Other,5414400,Medium,High
3242,Asus,UX3405CA-PZ163WS,1.28,Windows 11,14.0,243,Yes,5,32 GB,DDR5,1 TB,Li-Ion,7.0,1,127990.0,Ultra Light,2880,1800,Intel,Integrated,Intel,Ultra 7,5184000,Medium,High
3243,Motorola,14IRH10R (83J7000AIN),1.39,Windows 11,14.0,246,No,4,16 GB,DDR5,512 GB,Li-Po,7.0,1,66990.0,Light,2880,1880,Intel,Integrated,Intel,Other,5414400,Medium,High
3244,Asus,E1404FA-NK5542WS,1.38,Windows 11,14.0,157,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,41990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3245,Asus,OLED UX3407QA-QD258WS,0.98,Windows 11,14.0,162,No,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,99990.0,Ultra Light,1920,1200,Intel,Other,Qualcomm,Other,2304000,Medium,Medium
3246,Asus,P1503CVA-S71074WS,1.62,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,39990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
